,_id,count_with_activity
5079,Kemblesville,1
5080,Wall,1
5081,Keasbey,1
5082,West Creek,1
5083,Oroville,1
5084,Hillsborough,1
5085,Pine Forge,1
5086,Turner,1
5087,Braddock Hills,1
5088,Masontown,1
5089,West Brandywine Township,1
5090,Andover Township,1
5091,Green,1
5092,Quail Valley,1
5093,St Marys,1
5094,East New Market,1
5095,Smiths Creek,1
5096,Ebensburg,1
5097,Sherborn,1
5098,Spring Grove,1
5099,East Fallowfield Township,1
5100,Raymore,1
5101,Penn,1
5102,Homestead Base,1
5103,Schwertner,1
5104,Selbyville,1
5105,Reamstown,1
5106,Upper Pittsgrove,1
5107,Shamokin Dam,1
5108,Masury,1
5109,Hansville,1
5110,Center Square,1
5111,1001 E Interstate 30 The Plaza At Rockwall Rockwall,1
5112,Hornell,1
5113,Lackawaxen,1
5114,Kelton,1
5115,Cassatt,1
5116,Paris,1
5117,West Yarmouth,1
5118,000 The Villages,1
5119,Eastlake,1
5120,Harwick,1
5121,536 Shirley Blvd,1
5122,Hibernia,1
5123,Breese,1
5124,Niederwald,1
5125,Garfield Heights,1
5126,Mosinee,1
5127,Boyle Heights,1
5128,225 Wheaton,1
5129,Trilby,1
5130,Prattville,1
5131,Dennis,1
5132,Grant,1
5133,Chetopa,1
5134,New Salem,1
5135,Winslow Township,1
5136,Emerald Hills,1
5137,Lewisburg,1
5138,South Miami Heights,1
5139,Briarcliff,1
5140,Rumford,1
5141,Ponca City,1
5142,402 SE Everett Mall Way # 32,1
5143,Sunman,1
5144,Columbia Falls,1
5145,Sand Lake,1
5146,West Richland,1
5147,Storrs,1
5148,Orchard,1
5149,Ocean View,1
5150,Surf City,1
5151,Syracuse,1
5152,Amelia Island,1
5153,Royse,1
5154,Cadogan,1
5155,Snyder,1
5156,St Peter,1
5157,Pine Bush,1
5158,,1
5159,Liverpool,1
5160,Oakland Charter Township,1
5161,Toccoa,1
5162,Shallotte,1
5163,Lawrenceburg Township,1
5164,1254 Melrose Park,1
5165,Saddle River,1
5166,Roxbury Crossing,1
5167,Wall Township,1
5168,Elberta,1
5169,Sinton,1
5170,Beeville,1
5171,West Toluca Lake,1
5172,Moundsview,1
5173,Durand,1
5174,Kearney,1
5175,Callahan,1
5176,Brecksville,1
5177,Micco,1
5178,Marissa,1
5179,Tioga,1
5180,Hood,1
5181,Bass Lake,1
5182,Sergeantsville,1
5183,Kaysville,1
5184,Mansfield Center,1
5185,Port Penn,1
5186,Ben Wheeler,1
5187,Breinigsville,1
5188,Loma Mar,1
5189,2 Fenton,1
5190,Walker,1
5191,Fork,1
5192,Adah,1
5193,South Haven,1
5194,Trumbauersville,1
5195,Lima,1
5196,Rush City,1
5197,Mathis,1
5198,New Alexandria,1
5199,Double Oak,1
5200,New Suffolk,1
5201,Carolina Beach,1
5202,Hogansville,1
5203,South Norwalk,1
5204,Binghamton,1
5205,Hooksett,1
5206,Hickory Flat,1
5207,Dona Vista,1
5208,Moscow,1
5209,Dennison,1
5210,Warner Springs,1
5211,Williston,1
5212,Queen Anne,1
5213,Sandston,1
5214,Bradford Woods,1
5215,Presto,1
5216,Pasco,1
5217,South Glens Falls,1
5218,Rocky Mount,1
5219,Tullahoma,1
5220,Shreve,1
5221,Toronto,1
5222,Orefield,1
5223,ortland,1
5224,Mariemont,1
5225,Hurlock,1
5226,The Plains,1
5227,East Brady,1
5228,Brownwood,1
5229,Riva,1
5230,Tollhouse,1
5231,Burson,1
5232,Ridgely,1
5233,Crabtree,1
5234,Thousand Palms,1
5235,Issue,1
5236,New Square,1
5237,Cherry Creek,1
5238,Carroll,1
5239,Harwich Port,1
5240,Severance,1
5241,Fairhope,1
5242,Green Valley Lake,1
5243,Mt Laguna,1
5244,West Wendover,1
5245,Zumbrota,1
5246,North Oxford,1
5247,Piqua,1
5248,Saratoga Springs,1
5249,Whitesboro,1
5250,Bruce Township,1
5251,Tall Timbers,1
5252,Lane,1
5253,Crittenden,1
5254,Silverado,1
5255,Greenland,1
5256,Fontainebleau,1
5257,Bonner Springs,1
5258,Gloucester Township,1
5259,Point Richmond,1
5260,Lederach,1
5261,Cave Springs,1
5262,Ozona,1
5263,West Manchester Township,1
5264,Bryant,1
5265,Amador City,1
5266,Bushwood,1
5267,Ochopee,1
5268,Strawberry,1
5269,Altus,1
5270,Landen,1
5271,Zigzag,1
5272,Gloucester,1
5273,Wheatley Heights,1
5274,Cumberland,1
5275,Newburyport,1
5276,405 Portland,1
5277,Callao,1
5278,Golf,1
5279,Gilcrest,1
5280,Atlasburg,1
5281,Garrett Park,1
5282,Clio,1
5283,Gouldsboro,1
5284,Blue Ball,1
5285,Meadowbrook,1
5286,Gold Run,1
5287,Ironia,1
5288,Ronald,1
5289,747 Ne Suite 107 Marietta,1
5290,839 Baltimore,1
5291,Hayden Lake,1
5292,Pierron,1
5293,Whiteland,1
5294,Simonton,1
5295,Willimantic,1
5296,Fort Stewart,1
5297,Plumas Lake,1
5298,Elma,1
5299,5065 Main St Ste Trumbull,1
5300,32 Newark,1
5301,Tappahannock,1
5302,Berkeley Lake,1
5303,Cranfills Gap,1
5304,Peeples Valley,1
5305,Johnson Valley,1
5306,Boiling Springs,1
5307,North Wilkesboro,1
5308,Mercer,1
5309,Silver Plume,1
5310,Sienna Plantation,1
5311,Kenney,1
5312,Manzanita,1
5313,Tahoe Vista,1
5314,Duck,1
5315,Chestnut Ridge,1
5316,Kew Gardens Hills,1
5317,Easley,1
5318,Neville Township,1
5319,Newton Upper Falls,1
5320,450 NY-25A,1
5321,Strafford,1
5322,Barryville,1
5323,Alvord,1
5324,Grand Ronde,1
5325,Fox Lake,1
5326,Los Altos Hills,1
5327,Midway Park,1
5328,Mokelumne Hill,1
5329,Bowers,1
5330,Quail Heights,1
5331,Carlsborg,1
5332,Muskogee,1
5333,Port Murray,1
5334,New Ipswich,1
5335,Bonaire,1
5336,Santa Susana,1
5337,South,1
5338,Beach Lake,1
5339,Tool,1
5340,McCormick,1
5341,Ybor City,1
5342,Camp Dennison,1
5343,Wendover,1
5344,Methuen,1
5345,Middleburg Heights,1
5346,Mingus,1
5347,Belle VRN BR,1
5348,East Hazel Crest,1
5349,Day Heights,1
5350,Luke AFB,1
5351,Trussville,1
5352,Stewart Manor,1
5353,Upton,1
5354,Spring Valley Village,1
5355,Veazie,1
5356,Forks Township,1
5357,Arcade,1
5358,Grand Saline,1
5359,Abbeville,1
5360,Hot Springs,1
5361,Frederic,1
5362,Amado,1
5363,Northford,1
5364,Star,1
5365,Heartland,1
5366,MacDill Air Force Base,1
5367,Beech Mountain,1
5368,Cherryfield,1
5369,Berea,1
5370,Moody,1
5371,Prosperity,1
5372,Lake Montezuma,1
5373,Diamond,1
5374,Barre,1
5375,Monarch Beach,1
5376,Elmwood,1
5377,Grandville,1
5378,Lenox Township,1
5379,Feura Bush,1
5380,North,1
5381,Lords Valley,1
5382,Gearhart,1
5383,Beckett Ridge,1
5384,Broken Bow,1
5385,Gardiner,1
5386,Edgemoor,1
5387,Holiday Hills,1
5388,Wentzville,1
5389,Casas Adobes,1
5390,Robinson,1
5391,Raymond,1
5392,Pima,1
5393,Oak Hills,1
5394,Colcord,1
5395,496 Baytown,1
5396,North Richland,1
5397,High Island,1
5398,Thrall,1
5399,Newtonsville,1
5400,Tiki Island,1
5401,Fall River,1
5402,Medinah,1
5403,Zamora,1
5404,Union Bridge,1
5405,Comstock Park,1
5406,0 Edina,1
5407,West Lakeland Township,1
5408,Limekiln,1
5409,1066 2nd Ave,1
5410,Yulee,1
5411,North Lindenhurst,1
5412,Ingleside,1
5413,Campbellsville,1
5414,Midwest City,1
5415,West Goshen,1
5416,West Bay Shore,1
5417,Goodlettsville,1
5418,Taft,1
5419,Ashville,1
5420,Angelus Oaks,1
5421,Pullman,1
5422,Lemay Township,1
5423,Womelsdorf,1
5424,Racine,1
5425,Olive Branch,1
5426,239 Cerritos,1
5427,El Centro,1
5428,Pacific Beach,1
5429,West Des Moines,1
5430,Gordon,1
5431,Union Gap,1
5432,Southmont,1
5433,Thomaston,1
5434,Skyforest,1
5435,Boger City,1
5436,Atmore,1
5437,Wyano,1
5438,Intercession City,1
5439,Papillion,1
5440,Green Tree,1
5441,Douglas,1
5442,Hopewell Township,1
5443,Lillian,1
5444,Richards,1
5445,Modena,1
5446,Sennett,1
5447,Yreka,1
5448,Post Falls,1
5449,Goose Creek,1
5450,Gallup,1
5451,Panama City,1
5452,Winchendon,1
5453,Deepwater,1
5454,osiah Cephus Weaver Dunedin,1
5455,Cranbury,1
5456,Grandy,1
5457,South Glastonbury,1
5458,Coyote,1
5459,Deerfield Township,1
5460,Morganton,1
5461,Moncks Corner,1
5462,24155 Laguna Hills,1
5463,Walden,1
5464,Burley,1
5465,Mankato,1
5466,Foster,1
5467,Dearing,1
5468,Valley View,1
5469,Fort Benning,1
5470,Galena,1
5471,Copperfield Place,1
5472,Westford,1
5473,Kapowsin,1
5474,Raymondville,1
5475,Hiwasse,1
5476,Salida,1
5477,Fort Hunt,1
5478,Cliffwood Beach,1
5479,Moundsville,1
5480,North Franklin,1
5481,Pawling,1
5482,Otisville,1
5483,Howard Park,1
5484,Hopkinsville,1
5485,Bella Vista,1
5486,Ellington,1
5487,Courtland,1
5488,Timnath,1
5489,Knightstown,1
5490,Rolla,1
5491,Alfred,1
5492,Dawsonville,1
5493,Smith Point,1
5494,Litchfield,1
5495,New Waverly,1
5496,Manning,1
5497,Siren,1
5498,Hilltown Township,1
5499,700 Lorton,1
5500,Shasta Lake,1
5501,3880 Irving,1
5502,Lakeside Park,1
5503,Hope,1
5504,Missoula,1
5505,Edgeworth,1
5506,Candor,1
5507,Seven Lakes,1
5508,North Barrington,1
5509,Benton,1
5510,New Albany,1
5511,750 S.W. Wilshire Boulevard Burleson,1
5512,Jobstown,1
5513,Fitzwilliam,1
5514,Darlington,1
5515,Dickerson,1
5516,North Decatur,1
5517,South Austin,1
5518,Tamworth,1
5519,Erving,1
5520,Snoqualmie Pass,1
5521,New Baden,1
5522,North Hampton,1
5523,Hopedale,1
5524,Lockland,1
5525,Tusayan,1
5526,Powell,1
5527,Ohiopyle,1
5528,Center,1
5529,Hardyston Township,1
5530,Coplay,1
5531,Wiggins,1
5532,Denmark,1
5533,Greenfield,1
5534,White Hall,1
5535,Arrowbear Lake,1
5536,Riley Township,1
5537,Palomar Mountain,1
5538,Nichols Hills,1
5539,Fultondale,1
5540,Colts Neck,1
5541,Gun Barrel,1
5542,Herscher,1
5543,Clarendon,1
5544,East Harwich,1
5545,Mt Baldy,1
5546,Wyldwood,1
5547,Tell City,1
5548,Cherokee,1
5549,Leeds Point,1
5550,Califon,1
5551,Harlem,1
5552,Hampton Township,1
5553,Donegal,1
5554,Earleville,1
5555,Watsonville,1
5556,Suamico,1
5557,Mendenhall,1
5558,Annville,1
5559,Webberville,1
5560,Grangerland,1
5561,Robertsdale,1
5562,Old Westbury,1
5563,Dulzura,1
5564,028 Florence,1
5565,Horse Cave,1
5566,Sand City,1
5567,Harmar Township,1
5568,Corolla,1
5569,Fountainville,1
5570,Carrizo Springs,1
5571,Shelbyville,1
5572,Chase,1
5573,Harris,1
5574,Lisbon Falls,1
5575,Braceville,1
5576,Goodsprings,1
5577,Homer Township,1
5578,Lapeer,1
5579,313 Lake Grove,1
5580,Hertford,1
5581,Green Park,1
5582, Daly City,1
5583,2109 Merrillville,1
5584,Walker Mill,1
5585,Fowlerville,1
5586,Williamsport,1
5587,Hunt,1
5588,North Kansas City,1
5589,Woodcrest,1
5590,Drexel,1
5591,Hixson,1
5592,McFarland,1
5593,Canfield,1
5594,Peachland,1
5595,Slingerlands,1
5596,Burlington Twp,1
5597,Lemoore,1
5598,Midway,1
5599,Port Huron Charter Township,1
5600,550 Shillington,1
5601,Fairview Park,1
5602,Vaughn,1
5603,Nolanville,1
5604,Patuxent River,1
5605,3 Gateway Dr C1,1
5606,Newborn,1
5607,Laguna Park,1
5608,Canterbury,1
5609,Lake Geneva,1
5610,Green Cove Springs,1
5611,Bessemer,1
5612,Terrell Hills,1
5613,Gulph Mills,1
5614,Bells,1
5615,000-8000 El Cerrito,1
5616,Roy,1
5617,Goodfellow Air Force Base,1
5618,La Grange Highlands,1
5619,New Tripoli,1
5620,Meyersdale,1
5621,Groveton,1
5622,Galion,1
5623,Cortland,1
5624,North Lamar,1
5625,Prince George,1
5626,Purdys,1
5627,West Cape May,1
5628,Clear Lake,1
5629,Big Rock,1
5630,Mt Hamilton,1
5631,Fostoria,1
5632,Friendship,1
5633,Gas,1
5634,Pottersville,1
5635,Jersey,1
5636,Le Sueur,1
5637,Helmetta,1
5638,Lakeport,1
5639,Ballard,1
5640,Leming,1
5641,Flanders Rd,1
5642,Moultonborough,1
5643,Peace Dale,1
5644,Hesston,1
5645,Yuba,1
5646,Orwigsburg,1
5647,Port Salerno,1
5648,Salinas,1
5649,Spring Mt,1
5650,20 Countryside,1
5651,Harrisonville,1
5652,West Bridgewater,1
5653,Ranchita,1
5654,Hope Mills,1
5655,Barberville,1
5656,Wausau,1
5657,East Palestine,1
5658,Ipswich,1
5659,Durant,1
5660,Inola,1
5661,Benedict,1
5662,Elberton,1
5663,Clemmons,1
5664,Shapleigh,1
5665,9300 DeWitt Loop,1
5666,Peconic,1
5667,Shaler Township,1
5668,Mexia,1
5669,Munfordville,1
5670,Tipp City,1
5671,Ryland Heights,1
5672,Apex,1
5673,Painted Post,1
5674,Forest Falls,1
5675,Allenspark,1
5676,East Farmingdale,1
5677,Vinita Park,1
5678,Osgood,1
5679,Stroudsburg,1
5680,Evadale,1
5681,Garrisonville,1
5682,Camp Connell,1
5683,Elkhorn,1
5684,Pearl Beach,1
5685,Duncan,1
5686,Bevil Oaks,1
5687,Bow,1
5688,Copan,1
5689,Cohocton,1
5690,Belvedere,1
5691,Nalcrest,1
5692,Brandenburg,1
5693,Chicora,1
5694,Piru,1
5695,Josephine,1
5696,Mebane,1
5697,Whitesburg,1
5698,Folkston,1
5699,Walhalla,1
5700,Baileys Crossro,1
5701,55 Huntingdon Pike,1
5702,Green Oaks,1
5703,Delsea,1
5704,26 Basking Ridge,1
5705,Daisytown,1
5706,Alpine Meadows,1
5707,Blowing Rock,1
5708,Street,1
5709,Ben Avon,1
5710,Sardinia,1
5711,Dubuque,1
5712,Hinckley,1
5713,Suffolk,1
5714,Whitewright,1
5715,Everson,1
5716,Fort Myer,1
5717,Phillipsburg,1
5718,Hamlet,1
5719,Port Clinton,1
5720,Penllyn,1
5721,Point Loma,1
5722,Howe,1
5723,Kimmswick,1
5724,Duncansville,1
5725,Empire,1
5726,West Alexander,1
5727,Longton,1
5728,Cumberland Center,1
5729,Mahopac Falls,1
5730,Jan Phyl Village,1
5731,Quinton,1
5732,Mulvane,1
5733,Wormleysburg,1
5734,North Salt Lake,1
5735,Pickerington,1
5736,New Strawn,1
5737,Valmeyer,1
5738,Lenoir,1
5739,Helendale,1
5740,277 Roswell Rd,1
5741,China Township,1
5742,Devers,1
5743,South Wilmington,1
5744,Clyde Hill,1
5745,Guthrie,1
5746,Desert Hot Springs,1
5747,2424 Hwy 92 EastPlant City,1
5748,Bart Township,1
5749,Nome,1
5750,South Heidelberg Township,1
5751,Eureka Springs,1
5752,Wicker Park,1
5753,Patton Village,1
5754,Centerton,1
5755,Aiken,1
5756,Village of Lakewood,1
5757,Maple Lake,1
5758,Seaside Heights,1
5759,Okemos,1
5760,Sturgeon,1
5761,West Elizabeth,1
5762,Taunton,1
5763,102 Riverside,1
5764,Midfield,1
5765,Highland Beach,1
5766,Prairie Grove,1
5767,Bensalem Township,1
5768,St Jacob,1
5769,Deal,1
5770,Mystic River Historic District,1
5771,Booth,1
5772,Muir Beach,1
5773,Cashion,1
5774,Kansas,1
5775,Higley Pointe,1
5776,00 Friendswood,1
5777,Talala,1
5778,Tillicum,1
5779,Cedarville,1
5780,High Bridge,1
5781,Avenue,1
5782,Canal Point,1
5783,South Salt Lake,1
5784,Naugatuck,1
5785,Cedars,1
5786,Taylors Island,1
5787,New Berlinville,1
5788,Port Costa,1
5789,Cortaro,1
5790,Coos Bay,1
5791,Shavertown,1
5792,Bozrah,1
5793,Dowell,1
5794,Devault,1
5795,Whitpain Township,1
5796,Rapid City,1
5797,Jerseyville,1
5798,Lauderdale,1
5799,Doctor Phillips,1
5800,Monona,1
5801,Steuben,1
5802,Memorial City,1
5803,Lewis Mcchord,1
5804,South Greensburg,1
5805,Roscoe,1
5806,Massanutten,1
5807,Newell,1
5808,Nordland,1
5809,47 Dallas,1
5810,Allenhurst,1
5811,Martell,1
5812,Natomas,1
5813,Mountain Home,1
5814,Bedford Heights,1
5815,Pequea,1
5816,Coalinga,1
5817,Grenloch,1
5818,Kenton Vale,1
5819,Bayou Vista,1
5820,Montchanin,1
5821,Macedon,1
5822,Bountiful,1
5823,West Friendship,1
5824,Coldspring,1
5825,Elrama,1
5826,Bakerstown,1
5827,Horsham Township,1
5828,Lorain,1
5829,Arona,1
5830,Center Conway,1
5831,Glenwillard,1
5832,Fairmont City,1
5833,Lyon Charter Twp,1
5834,Lake St Croix Beach,1
5835,Peckville,1
5836,New Berlin,1
5837,Hanford,1
5838,Worthington,1
5839,St Leo,1
5840,Sugar Mountain,1
5841,Garibaldi,1
5842,Terrace Park,1
5843,Tuolumne,1
5844,Greater Carrollwood,1
5845,Somis,1
5846,Mendon,1
5847,Mannington Township,1
5848,Templeton,1
5849,Vestal,1
5850,Irondale,1
